web-scraper-order,web-scraper-start-url,Name,Duration,Date,Review,Rating,Likes,pages ,pages -href
1686669439-204,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Brian,Taken for 1 to 2 years,31-Mar-17,"For High Cholesterol 							""At age 48 and good health, I took Atorvastatin/10mg for 1 year without symptoms.  It lowered my bad cholesterol.  Near the 1st year, I began experiencing significant/unusual leg weakness and knee pain when standing from a kneeling position.  It got to the point that I always needed to brace myself on the sofa or coffee table when getting up after playing with my dog or toddler son.  Rising from my desk required a push on the desk top.  Then weakness and pain to my finger/shoulder joints and a ""forgetfulness.""  Overall, I felt ""Rickety.""  My MD said to stay on it.  I decided otherwise and went off cold turkey one day.  I've been off 2 years and I feel normal again, except for residual and reduced effect on my shoulder and hands.""",10-May,39,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669439-205,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,ELSAE...,Taken for 1 to 6 months,2-Jan-18,"For High Cholesterol 							""Had by pass surgery, six of them, and was put on an 80MG dose of atorvastatin. Before surgery my LDL was 114, total was 214, HDL was 82 and triglyceride was 88. After one week on an 80 mg dose my values were 73, 166, 80 and 65. I was pleased and no side effects. Then after 5 months I began getting itching on my back and arms that drove me batty. My memory seemed to be suffering. The final straw was a complete loss of strength in my left leg, near the calf muscle. I could not even walk up my stairs. I immediately stopped taking atorvastatin and within two days the muscle returned to normal and the itching got way less severe. Memory also improved. I am 77 years old and have always been a runner so am in very good shape.""",10-Apr,35,5,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=5
1686669470-206,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Tahoe,3-Oct-19,,"For High Cholesterol 							""I have been on atorvastatin for a few months.  Started out at 40mg per day. I had something going on with my legs to the point where I thought I had blood clots.  I told my cardiologist that I had leg pain this past June (2019).  I said it may be the medication, but he said I should not be having any muscle pains in my legs.  He upped my dosage to 80mg per day.  Well, I can barely walk and I mean barely.  The leg cramps at night and the pain in my legs is terrible.  I saw this website yesterday (10/2/19) and read some of the comments.  I contacted my doctor immediately and told him what was going on.  I feel like I'm an 80 year old woman and how painful it is in my legs.  He took me off immediately and told me to never go back on atorvastatin again.""",10-Jan,44,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-207,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Beth,Taken for 1 to 6 months,7-Aug-18,"Lipitor (atorvastatin) for High Cholesterol 							""I am an otherwise healthy 23 year old female. My new doctor ran a battery of blood tests and discovered my total cholesterol was 272! Started me on 20mg lipitor which brought it down to 202 after 2 months. Dosage was increased to 80mg since I have experienced no side effects. It is now at 142 after 4 months in total. Doctor is considering adding something else to get it down a bit more in 2 more months.""",10-Oct,53,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-208,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Suseee,23-Jan-17,,"For High Cholesterol 							""My doctor put me on 10 mg of Atorvastatin and after checking my cholesterol after 3 months increases my Atorvastatin to 20 mg. I didn't feel the side effects right away perhaps 3 months after taking them my feet felt like bricks and it was harder to walk because I had neuropathy I just thought it was just getting worse, we have stairs and I felt like my femur muscle was rubbing against my bone, just a slight sensation there,  I knew this was different but what can I do, was I just getting older? I had with in the next few days both my knees would give out with pain behind them hard to get off toilet with out pain, Got off Atorvastatin on my own.. notice I was getting better, OFF 2 WEEKS NOW 99.9% BETTER! It was Atorvastain!""",,65,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-209,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Mtngirl,2-Jun-20,,"For High Cholesterol 							""I am so happy to see that it’s just not me having a bad experience with this drug atorvastatin. My LDL in March was 201. This was the only abnormal lab result. She put me on 10mg of Atorvastatin, daily. I asked of side effects and after the first day I had indescribable deep muscle pain. At first I thought I was getting another round of Shingles! I of course stopped taking it but adhered to the Plant based diet. In preparation of this mornings f/u bloodwork I took another yesterday with supper. Needless to say up all night with abdominal cramps, stomach pain, loose stools and nausea! So mad I called the Doctors office and cancelled my appointment! Never again!""",10-Jan,37,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-210,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,11-Sep-09,,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I used Zocor for first statin follin angioplasty December 2009. I must state that I have a high degree of sensitivity to medications and high degree of allergies. With Zocor, I experienced abdominal cramps increasing daily, muscle pain and off and on nausea. The cramps were a concern because I have experienced anemia in the past. My doctor, whom I trust with my life, suggested that I not take Zocor. After several months I had blood work, my LDH still higher than doctor wanted, so he prescribed Lipitor. I had same bad effects, but on a higher level. Fortunately, my doctor trusts my reports. There is one ""weird"" change that I have not shared with my doctor, but I am sharing with all of you. In several days, and increasingly, I am losing hair. Help me!""",,113,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-211,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,GMG,Taken for 1 to 6 months,20-Apr-21,"Lipitor (atorvastatin) for High Cholesterol 							""My doctor prescribed 10 mg due to high cholesterol.  I had “above the range” results in most of the lipid categories.  After just 4 months and no side effects, my numbers are all significantly lower and all are within the normal ranges.  I was shocked, but very pleased!""",10-Oct,28,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-212,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Beach...,8-Sep-17,,"Lipitor (atorvastatin) for High Cholesterol 							""I have been on Lipitor for two weeks and will stop tomorrow.  My legs are hurting and cannot sleep.  For the first few days I was fine but now I ache from my hips down to my calfs.  I also have stomach cramps.  This is not for me, will tell Dr. this week and hopefully can try something else.""",10-Jan,58,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-213,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Fen,Taken for 2 to 5 years,16-Jun-20,"For High Cholesterol 							""Been taking this drug for 4 yrs now after experiencing a TIA followed by emergency carotid endarterectomy, cholesterol levels are good and have not experienced any side effects at all , all annual blood tests have been all ok .""",10-Oct,35,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-214,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,John...,22-Sep-20,,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""My cholesterol has always been in the normal range, about 145, although my LDL/HDL ratio, 90/55, is not optimal. I eat healthy,  10% body fat, work out over 300 days a year. But a heart scan at 60 gave me a shock, showed a lot plaque in my LAD, not good.  Started Lipitor 10mg daily, cholesterol dropped into the 90s, with LDL of 50.  Went to 10mg/5mg alternating days, last lipid panel showed cholesterol at 114, LDL 72.   I have never had any negative side effects.   Two very athletic friends with high cholesterol  used statins but quit because of muscle pain I  third athletic friend, with cholesterol of 300,  uses a statin, cholesterol into normal range with no side effects. ",,,,
" So if you have high cholesterol, don't be afraid to give a statin a try, start low and titrate up, if the side effects are too bad, quit, but you may be one of the lucky ones like me and my third friend, for whom a statin is very effective and does not have side effects.""""""",10-Oct,32,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4,,,,,
1686669470-215,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sue...,8-Mar-14,,"For High Cholesterol 							""I went to a Lipidologist to find out why my HDL was better than optimal, but my LDL-p was close to 2000 (should be under 1000). Found out it was due to genetics, and no amount of exercise and healthy food would matter. She put me on Atorvastatin, and two months later my LDL-p was at 740. I have had absolutely no side effects in a year of use. Would I like to be off of all meds? Sure, but my low thyroid and high LDL suggest otherwise. So, up to now, all is well.""",10-Oct,80,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-216,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jeff...,30-Aug-15,,"For High Cholesterol 							""I was only on this med for about 6 weeks when I finally figured out it was causing severe joint pain in my knees and feet. Stopped taking it and the pain went away after one day. Also caused diahrea. I'm going to try lowering my cholesterol with diet and exersize. Too many risks of side effects with statins.""",10-May,69,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-217,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,wiggles,Taken for 2 to 5 years,18-Aug-18,"For High Cholesterol 							""I have been taking statins for 3 years now and this site rates up there as a good resource for medication experience. There seems to be medication manufacturer/retail people posting here touting how great medications are.  My advice is to be aware of anyone making statements that taking medications over lifestyle change is the answer. In 10 years from now if we have 10's of millions of people with cancer and liver disease what will they say then. Health care employs more people with very high salaries than any other profession and to keep it going there is no telling what they may do. Be careful and take care of your health and by that I do not mean taking more medications. It saddens me to see young people under 35 years old taking this drug. Please try all the lifestyle  options before drugs.""",10-Apr,48,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
